OBJECTID,BASIC_COLOUR,BODY_TYPE,CC_RATING,FIRST_NZ_REGISTRATION_YEAR,FIRST_NZ_REGISTRATION_MONTH,GROSS_VEHICLE_MASS,IMPORT_STATUS,INDUSTRY_CLASS,MAKE,MODEL,MOTIVE_POWER,NUMBER_OF_AXLES,NUMBER_OF_SEATS,NZ_ASSEMBLED,ORIGINAL_COUNTRY,POWER_RATING,PREVIOUS_COUNTRY,SUBMODEL,TLA,TRANSMISSION_TYPE,VEHICLE_TYPE,VEHICLE_USAGE,VEHICLE_YEAR
3835,BLUE,DOMESTIC TRAILER,0,2005,12,750,NEW,UNKNOWN,BRIFORD,TRAILOR,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,QUEENSTOWN-LAKES DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2005
3836,SILVER,STATION WAGON,2261,2007,10,1862,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,WAGON GSX 2.3 5 AUTO,CHRISTCHURCH CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3837,SILVER,STATION WAGON,1587,2006,2,1455,USED,PRIVATE,TOYOTA,SPACIO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3838,RED,SALOON,1998,2006,8,1788,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,104,NONE,SEDAN GLX 2.0 5 AUTO,NEW PLYMOUTH DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3839,SILVER,HATCHBACK,1980,2007,7,1555,USED,PRIVATE,VOLKSWAGEN,GOLF,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,GISBORNE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3840,RED,HATCHBACK,1290,2007,7,1195,USED,PRIVATE,TOYOTA,VITZ,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,CLAVIA,GORE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3841,YELLOW,SALOON,1980,2006,1,1605,USED,PRIVATE,TOYOTA,ALTEZZA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,NELSON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3842,WHITE,SALOON,1582,2009,4,1840,NEW,PRIVATE,HYUNDAI,I30,DIESEL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,85,NONE,1.6 CRDI ELITE A4,HAMILTON CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3843,WHITE,SALOON,3564,2007,6,2030,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,180,NONE,OMEGA SEDAN AUTO,WAITAKI DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3844,BLUE,SALOON,1998,2006,2,1495,USED,PRIVATE,TOYOTA,CAMRY,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,2.0 ZX,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3845,SILVER,SALOON,1998,2006,5,1665,USED,PRIVATE,TOYOTA,ALTEZZA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,HAURAKI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3846,WHITE,STATION WAGON,1998,2007,8,1745,USED,PRIVATE,TOYOTA,CALDINA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,GTT,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3847,WHITE,SALOON,1590,2006,2,1345,USED,PRIVATE,MITSUBISHI,LANCER,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,MR,SOUTH WAIRARAPA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
3848,RED,SALOON,1582,2009,11,1840,NEW,PRIVATE,HYUNDAI,I30,DIESEL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,85,NONE,1.6 CRDI ELITE A4,THAMES-COROMANDEL DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3849,SILVER,STATION WAGON,2960,2009,2,1715,USED,PRIVATE,MAZDA,TRIBUTE,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,HOROWHENUA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3850,SILVER,HATCHBACK,2261,2007,10,1870,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SPORT LTD 2.3 5 AUTO,SOUTHLAND DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3851,SILVER,STATION WAGON,2261,2007,11,1830,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,WAGON GSX 2.3 M6,AUCKLAND,6-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3852,WHITE,FLAT-DECK TRUCK,2490,2007,6,2945,USED,CONSTRUCTING,NISSAN,ATLAS,DIESEL,2,3,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1999
3853,BLUE,HATCHBACK,1998,2007,8,1780,USED,PRIVATE,NISSAN,TINO,PETROL,2,6,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,QUEENSTOWN-LAKES DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3854,SILVER,STATION WAGON,2960,2007,7,1795,USED,PRIVATE,FORD,ESCAPE,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,XLT,PORIRUA CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3855,SILVER,STATION WAGON,3300,2007,7,2490,USED,PRIVATE,CHRYSLER,VOYAGER,PETROL,0,7,IMPORTED BUILT-UP,AUSTRIA,0,JAPAN,,WELLINGTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
3856,GOLD,LIGHT VAN,3153,2007,7,2765,USED,CONSTRUCTING,NISSAN,CARAVAN,DIESEL,2,6,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,WAIMAKARIRI DISTRICT,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1998
3857,SILVER,HATCHBACK,1587,2008,3,1680,NEW,PRIVATE,PEUGEOT,207,PETROL,0,5,IMPORTED BUILT-UP,FRANCE,88,NONE,XSP 1.6 5DR 4SP A P,WHANGAREI DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3858,GREEN,STATION WAGON,1998,2006,1,1440,USED,PRIVATE,TOYOTA,RAV4,PETROL,0,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,J,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3859,WHITE,SALOON,1587,1991,7,0,NEW,PRIVATE,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,SD AUTO,HAMILTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3860,BLUE,SALOON,1998,1991,12,0,NEW,PRIVATE,TOYOTA,CORONA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,SED MAN,ROTORUA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3861,SILVER,SALOON,3564,2007,10,2092,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,195,NONE,SV6 SEDAN AUTO,TAUPO DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3862,SILVER,DOMESTIC TRAILER,0,2008,10,0,NEW,UNKNOWN,TRAILER,BOAT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,PORIRUA CITY,,TRAILER/CARAVAN,OTHER GOODS,2008
3863,SILVER,SALOON,5967,2007,8,2244,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,307,NONE,GTS SEDAN V8 AUTO,NAPIER CITY,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3864,SILVER,SALOON,3828,2007,2,0,NEW,PRIVATE,MITSUBISHI,380,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,175,NONE,3.8P SEDAN A,INVERCARGILL CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3865,BLUE,HATCHBACK,1296,1991,12,0,NEW,PRIVATE,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,H/B MAN,LOWER HUTT CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3866,WHITE,HATCHBACK,2261,2007,11,1870,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SPORT LTD 2.3 5 AUTO,SOUTH TARANAKI DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3867,WHITE,SALOON,1468,1991,10,0,RE-REG,PRIVATE,MITSUBISHI,LANCER,PETROL,0,5,IMPORTED BUILT-UP,NEW ZEALAND,0,NONE,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3868,BLACK,SALOON,3564,2007,8,2092,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,195,NONE,SV6 SEDAN AUTO,FAR NORTH DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3869,GREY,SALOON,1799,2006,4,1665,NEW,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,103,NONE,1.8S,WELLINGTON CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3870,SILVER,BOAT TRAILER,0,1998,6,0,NEW,UNKNOWN,TRAILER,LOCAL,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,WAIKATO DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,1988
3871,GREY,LIGHT VAN,1997,1991,10,2260,NEW,PRIVATE,MITSUBISHI,L300,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,,HASTINGS DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1991
3872,RED,FLAT-DECK TRUCK,2446,1991,8,2580,NEW,AGRICULTURE/FORESTRY/FISHING,TOYOTA,HILUX,DIESEL,0,2,UNKNOWN,JAPAN,0,NONE,2.4 CAB/C,WHANGANUI DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1991
3873,RED,HATCHBACK,993,1991,5,0,NEW,PRIVATE,DAIHATSU,CHARADE CX,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,HAMILTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3874,BLACK,SALOON,1796,2012,2,2185,NEW,PRIVATE,MERCEDES-BENZ,E,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,150,NONE,250 CGI AVANTGARDE,WHANGAREI DISTRICT,7-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
3875,WHITE,HATCHBACK,990,2005,12,1125,USED,PRIVATE,TOYOTA,VITZ,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,WAIROA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3876,WHITE,LIGHT VAN,2953,2007,8,3235,USED,WHOLESALE/RETAIL/TRADE,NISSAN,CARAVAN,DIESEL,2,3,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2002
3877,WHITE,FLAT-DECK TRUCK,2237,1991,10,2580,NEW,PRIVATE,TOYOTA,HILUX,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,2.2 UTE,DUNEDIN CITY,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1991
3878,WHITE,FLAT-DECK TRUCK,2237,1991,10,2580,NEW,UNKNOWN,TOYOTA,HILUX,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,2.2 2WD,TASMAN DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1991
3879,BLUE,SALOON,1998,1991,6,0,NEW,PRIVATE,TOYOTA,CORONA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,SED MAN,PALMERSTON NORTH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3880,BLUE,HATCHBACK,1339,2006,4,1490,NEW,PRIVATE,HONDA,JAZZ,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,61,NONE,1.3I 5D CVT HATCH,HAURAKI DISTRICT,CONTINUOUSLY VARIABLE,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3881,GOLD,SALOON,3828,2006,10,0,NEW,PRIVATE,MITSUBISHI,380,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,180,NONE,3.8P VR-X SEDAN A,GISBORNE DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3882,WHITE,OTHER TRUCK,10960,2006,2,25000,USED,CONSTRUCTING,MERCEDES-BENZ,2534,DIESEL,3,2,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,TAURANGA CITY,,GOODS VAN/TRUCK/UTILITY,TRANSPORT LICENSED GOODS,1997
3883,BLACK,STATION WAGON,2350,2009,2,1965,USED,PRIVATE,MITSUBISHI,GRANDIS,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,EXCEED,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3884,WHITE,SALOON,2553,1970,12,0,NEW,PRIVATE,FORD,ZODIAC,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,HASTINGS DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1965
3885,BLACK,STATION WAGON,1830,2003,8,0,USED,PRIVATE,MITSUBISHI,RVR,PETROL,0,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,LOWER HUTT CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3886,GREEN,DOMESTIC TRAILER,0,1993,10,3499,NEW,PRIVATE,HOMEBUILT,LOCAL,,1,0,UNKNOWN,NEW ZEALAND,0,NONE,,UPPER HUTT CITY,,TRAILER/CARAVAN,OTHER GOODS,1993
3887,BLUE,HATCHBACK,1498,1992,2,0,NEW,PRIVATE,PONTIAC,LE MANS GSE 1.5,PETROL,0,5,UNKNOWN,SOUTH KOREA,0,NONE,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3888,RED,HATCHBACK,1999,2007,8,1673,NEW,PRIVATE,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,109,NONE,SPORTHATCH GLX 2.0 M,AUCKLAND,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3889,BLUE,HATCHBACK,1339,2006,5,1490,NEW,PRIVATE,HONDA,JAZZ,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,61,NONE,1.3I 5D CVT HATCH,MASTERTON DISTRICT,CONTINUOUSLY VARIABLE,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3890,WHITE,OTHER TRUCK,4330,2006,7,4500,USED,COMMERCIAL ROAD TRANSPORT,NISSAN,ATLAS,DIESEL,2,3,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,DUNEDIN CITY,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1995
3891,YELLOW,HATCHBACK,1339,2006,4,1490,NEW,PRIVATE,HONDA,JAZZ,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,61,NONE,1.3I 5D CVT HATCH,GREY DISTRICT,CONTINUOUSLY VARIABLE,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3892,WHITE,UTILITY,2366,1993,6,2590,NEW,PRIVATE,TOYOTA,HILUX,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,4WD 2.4,AUCKLAND,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1993
3893,YELLOW,OTHER COMMERCIAL TRAILER,0,1993,11,750,NEW,PRIVATE,HOMEBUILT,,,1,0,UNKNOWN,NEW ZEALAND,0,NONE,,TAURANGA CITY,,TRAILER/CARAVAN,OTHER GOODS,1993
3894,WHITE,OTHER TRUCK,6494,1993,6,11000,NEW,PRIVATE,ISUZU,FSR600,DIESEL,2,2,UNKNOWN,JAPAN,0,NONE,,SOUTH WAIKATO DISTRICT,,GOODS VAN/TRUCK/UTILITY,RENTAL,1993
3895,WHITE,UTILITY,3791,1993,4,2051,NEW,PRIVATE,HOLDEN,UTILITY,PETROL,0,2,UNKNOWN,AUSTRALIA,0,NONE,,SOUTH TARANAKI DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1992
3896,WHITE,LIGHT VAN,1998,1993,5,2215,NEW,PRIVATE,TOYOTA,TOWNACE,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,,AUCKLAND,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1992
3897,BLACK,MOTORCYCLE,600,2006,1,0,NEW,PRIVATE,TRIUMPH,SPEED FOUR,PETROL,0,0,IMPORTED BUILT-UP,UNITED KINGDOM,98,NONE,,AUCKLAND,,MOTORCYCLE,PRIVATE PASSENGER,2005
3898,SILVER,SALOON,1998,1993,3,0,NEW,PRIVATE,TOYOTA,CORONA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,SED MAN,WELLINGTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1993
3899,SILVER,SALOON,1797,2006,9,1425,NEW,PRIVATE,NISSAN,TIIDA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,94,NONE,1.8 PETROL ST,QUEENSTOWN-LAKES DISTRICT,6-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3900,WHITE,STATION WAGON,3153,2007,2,2185,USED,PRIVATE,NISSAN,TERRANO,DIESEL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,REGULUS,HURUNUI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3901,SILVER,DOMESTIC TRAILER,0,1996,9,0,NEW,UNKNOWN,PINTO,TANDEM,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,WHANGAREI DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,1996
3902,WHITE,STATION WAGON,1580,2006,3,1405,USED,PRIVATE,TOYOTA,CARIB,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,SPRINTER,NELSON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3903,RED,SALOON,1998,1992,9,0,NEW,PRIVATE,TOYOTA,CORONA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,SED AUTO,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1992
3904,SILVER,SALOON,2143,2011,7,2130,NEW,PRIVATE,MERCEDES-BENZ,C,DIESEL,2,5,IMPORTED BUILT-UP,GERMANY,150,NONE,250 CDI ELEGANCE,AUCKLAND,7-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
3905,BLUE,HATCHBACK,1298,1991,12,0,NEW,PRIVATE,SUZUKI,SWIFT,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,WHAKATANE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3906,WHITE,OTHER TRUCK,3856,1993,6,7000,NEW,COMMERCIAL ROAD TRANSPORT,ISUZU,NPR400 4X2,DIESEL,2,2,UNKNOWN,JAPAN,0,NONE,,NEW PLYMOUTH DISTRICT,,GOODS VAN/TRUCK/UTILITY,TRANSPORT LICENSED GOODS,1993
3907,WHITE,SALOON,1587,2004,3,0,USED,PRIVATE,TOYOTA,COROLLA,PETROL,0,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,LEVIN,UPPER HUTT CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3908,GREEN,HATCHBACK,1794,2006,4,1630,NEW,PRIVATE,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,97,NONE,1.8P GL HATCH5 4A,KAPITI COAST DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3909,WHITE,LIGHT VAN,2150,2006,9,2940,NEW,WHOLESALE/RETAIL/TRADE,MERCEDES-BENZ,VITO,DIESEL,2,2,IMPORTED BUILT-UP,SPAIN,80,NONE,111 CDI KA/E,AUCKLAND,6-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2006
3910,GOLD,HATCHBACK,1999,2007,8,1687,NEW,PRIVATE,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,109,NONE,SPORTHATCH GSX 2.0 A,CHRISTCHURCH CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3911,SILVER,DOMESTIC TRAILER,0,2010,7,950,NEW,UNKNOWN,KEA,K74SET,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,WAIPA DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2010
3912,SILVER,HATCHBACK,1339,2006,5,1490,NEW,PRIVATE,HONDA,JAZZ,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,61,NONE,1.3I 5D CVT HATCH,KAPITI COAST DISTRICT,CONTINUOUSLY VARIABLE,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3913,GREY,HATCHBACK,1600,1991,5,0,NEW,PRIVATE,SUZUKI,VITARA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,MARLBOROUGH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3914,BLACK,SALOON,1490,2007,9,1205,USED,PRIVATE,TOYOTA,PLATZ,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CLUTHA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3915,SILVER,SALOON,3828,2006,8,0,NEW,PRIVATE,MITSUBISHI,380,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,175,NONE,3.8P SEDAN A,GISBORNE DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3916,GREEN,STATION WAGON,1990,2007,9,1605,USED,PRIVATE,TOYOTA,CALDINA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,GREY DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3917,SILVER,BOAT TRAILER,0,2009,11,0,NEW,PRIVATE,TRAILER,JETSKI,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,FAR NORTH DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2009
3918,WHITE,LIGHT VAN,3153,2006,1,2745,USED,PRIVATE,NISSAN,HOMY,DIESEL,2,3,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,QUEENSTOWN-LAKES DISTRICT,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1998
3919,WHITE,FLAT-DECK TRUCK,10960,2007,1,25000,USED,COMMERCIAL ROAD TRANSPORT,MERCEDES-BENZ,2534,DIESEL,3,2,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,TIMARU DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER,1998
3920,RED,SALOON,4981,1983,3,0,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,INVERCARGILL CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1983
3921,RED,HATCHBACK,1599,2007,1,1670,NEW,PRIVATE,KIA,RIO,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,82,NONE,1.6 HATCH AUTO,WHANGAREI DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3922,SILVER,HATCHBACK,1490,2006,2,1325,USED,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,VTI,ROTORUA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3923,BLUE,SALOON,1587,2006,1,1280,USED,PRIVATE,TOYOTA,SPRINTER,PETROL,0,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,TRUENO BZ-G,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3924,SILVER,DOMESTIC TRAILER,0,2007,10,0,NEW,UNKNOWN,TRAILER,HARDY,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,CHRISTCHURCH CITY,,TRAILER/CARAVAN,OTHER GOODS,2007
3925,BLUE,SALOON,2354,2006,4,1960,NEW,PRIVATE,HONDA,ACCORD,PETROL,2,5,NZ ASSEMBLED/BUILT,JAPAN,140,NONE,EURO 2.4 4D SED 5A,HASTINGS DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3926,SILVER,HATCHBACK,1490,2009,3,1355,USED,PRIVATE,TOYOTA,ALLEX,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,TAURANGA CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3927,GREEN,LIGHT VAN,3900,1993,6,2000,NEW,PRIVATE,RANGE ROVER,VOGUE,PETROL,0,2,UNKNOWN,UNITED KINGDOM,0,NONE,,AUCKLAND,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1993
3928,SILVER,STATION WAGON,1498,1991,5,0,NEW,PRIVATE,MAZDA,323,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,WAGON GLX,SOUTH TARANAKI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3929,CREAM,STATION WAGON,2994,2004,1,0,USED,PRIVATE,TOYOTA,HARRIER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,3.0 FOUR,HAMILTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3930,SILVER,SALOON,3828,2006,9,0,NEW,PRIVATE,MITSUBISHI,380,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,180,NONE,3.8P GT SEDAN A,HASTINGS DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3931,WHITE,STATION WAGON,2260,2009,1,1545,USED,PRIVATE,MAZDA,AXELA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,SOUTH WAIKATO DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
