OBJECTID,BASIC_COLOUR,BODY_TYPE,CC_RATING,FIRST_NZ_REGISTRATION_YEAR,FIRST_NZ_REGISTRATION_MONTH,GROSS_VEHICLE_MASS,IMPORT_STATUS,INDUSTRY_CLASS,MAKE,MODEL,MOTIVE_POWER,NUMBER_OF_AXLES,NUMBER_OF_SEATS,NZ_ASSEMBLED,ORIGINAL_COUNTRY,POWER_RATING,PREVIOUS_COUNTRY,SUBMODEL,TLA,TRANSMISSION_TYPE,VEHICLE_TYPE,VEHICLE_USAGE,VEHICLE_YEAR
3735,SILVER,SPORTS CAR,6998,2005,12,1800,USED,PRIVATE,CHEVROLET,CORVETTE,PETROL,0,2,IMPORTED BUILT-UP,UNITED STATES,0,UNITED STATES,ROADSTER,NEW PLYMOUTH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1969
3736,GREEN,HATCHBACK,1340,2006,2,1305,USED,PRIVATE,MITSUBISHI,COLT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3737,SILVER,DOMESTIC TRAILER,0,2007,11,0,NEW,UNKNOWN,TRAILER,TANDEM,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,NEW PLYMOUTH DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2007
3738,GOLD,HATCHBACK,1797,2009,10,1445,NEW,PRIVATE,NISSAN,TIIDA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,94,NONE,1.8 PETROL HATCH ST,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3739,BLACK,STATION WAGON,1990,2009,2,1785,USED,PRIVATE,SUBARU,LEGACY,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3740,ORANGE,TRACTOR,8769,2009,6,5200,NEW,UNKNOWN,KUBOTA,M9540,DIESEL,0,0,NZ ASSEMBLED/BUILT,JAPAN,0,NONE,,PALMERSTON NORTH CITY,,TRACTOR,OTHER,2009
3741,GOLD,STATION WAGON,2362,2006,12,2090,USED,PRIVATE,TOYOTA,ESTIMA,PETROL,0,8,IMPORTED BUILT-UP,JAPAN,0,SINGAPORE,2.4,DUNEDIN CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3742,SILVER,SALOON,5000,1991,2,0,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,0,5,UNKNOWN,AUSTRALIA,0,NONE,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
3743,BLACK,STATION WAGON,1990,2007,7,1665,USED,PRIVATE,SUBARU,FORESTER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,NEW PLYMOUTH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3744,GREY,LIGHT VAN,1997,1991,9,2260,NEW,PRIVATE,MITSUBISHI,L300,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,,SOUTH WAIKATO DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1991
3745,GREEN,STATION WAGON,1498,2005,12,1285,USED,PRIVATE,MAZDA,DEMIO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,PALMERSTON NORTH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3746,WHITE,HATCHBACK,1490,2010,2,1435,USED,PRIVATE,SUZUKI,AERIO,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,NELSON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3747,RED,SALOON,1587,1991,3,0,NEW,PRIVATE,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,SD AUTO,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3748,BLACK,HATCHBACK,2261,2007,7,1842,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SPORT GSX 2.3 5 AUTO,AUCKLAND,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3749,WHITE,STATION WAGON,1995,2004,9,1725,USED,PRIVATE,NISSAN,CEFIRO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,CRUISING,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3750,GREY,UTILITY,2499,2004,9,2875,NEW,PRIVATE,MAZDA,BOUNTY,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,86,NONE,DBL CAB W/S 4WD SDX,MARLBOROUGH DISTRICT,5-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2004
3751,RED,SALOON,1990,2004,10,1635,USED,PRIVATE,MITSUBISHI,LANCER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,EVOLUTION,SELWYN DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3752,GREY,STATION WAGON,2664,2004,9,2205,USED,PRIVATE,NISSAN,TERRANO,DIESEL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,PALMERSTON NORTH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
3753,RED,STATION WAGON,2150,2004,10,1685,USED,PRIVATE,HONDA,ACCORD,PETROL,0,5,IMPORTED BUILT-UP,UNITED STATES,0,JAPAN,,ASHBURTON DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3754,GREEN,STATION WAGON,2830,2006,4,2215,USED,PRIVATE,MITSUBISHI,PAJERO,DIESEL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,FIELD MASTER,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3755,SILVER,HATCHBACK,1990,2007,7,1465,USED,PRIVATE,TOYOTA,CELICA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,SS-1,MARLBOROUGH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3756,YELLOW,OTHER COMMERCIAL TRAILER,0,2008,6,1500,NEW,WHOLESALE/RETAIL/TRADE,TRAILER,LIGHT TOWER,,2,0,IMPORTED BUILT-UP,AUSTRALIA,0,NONE,,AUCKLAND,,TRAILER/CARAVAN,OTHER,2008
3757,BLUE,STATION WAGON,1990,2007,7,1605,USED,PRIVATE,TOYOTA,CALDINA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,4WD CZ,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3758,GREEN,SALOON,1285,1966,8,0,RE-REG,PRIVATE,VOLKSWAGEN,1300,PETROL,2,4,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1966
3759,WHITE,SALOON,1998,2006,8,1788,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,104,NONE,SEDAN GLX 2.0 5 AUTO,HURUNUI DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3760,SILVER,HATCHBACK,1790,2006,2,1425,USED,PRIVATE,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,RUNX,DUNEDIN CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3761,BLUE,SALOON,1994,2006,2,1515,USED,PRIVATE,SUBARU,IMPREZA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3762,SILVER,STATION WAGON,3490,2004,9,2165,USED,PRIVATE,MITSUBISHI,PAJERO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3763,GOLD,STATION WAGON,3153,2005,2,2185,USED,PRIVATE,NISSAN,TERRANO,DIESEL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,REGULUS RS-R,WESTERN BAY OF PLENTY DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3764,GREY,SALOON,2261,2005,5,1798,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SEDAN GSX 2.3 AUTO H,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3765,RED,SALOON,2261,2005,6,1798,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SEDAN GSX 2.3 AUTO H,WELLINGTON CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3766,GREY,HATCHBACK,1998,2005,6,1693,NEW,PRIVATE,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,104,NONE,SPORTHATCH GSX 2.0 A,DUNEDIN CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3767,WHITE,UTILITY,2598,1991,9,2805,NEW,PRIVATE,FORD,COURIER,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,4X4,TASMAN DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1991
3768,BLUE,UTILITY,2446,1991,10,2580,NEW,PRIVATE,TOYOTA,HILUX,DIESEL,0,2,UNKNOWN,JAPAN,0,NONE,2.4D D/C,TASMAN DISTRICT,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1991
3769,BLUE,STATION WAGON,1590,2004,4,0,USED,PRIVATE,SUZUKI,CULTUS,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,CRESCENT,WHANGANUI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3770,WHITE,UTILITY,2999,2006,10,2800,NEW,PRIVATE,HOLDEN,RODEO,DIESEL,2,3,IMPORTED BUILT-UP,THAILAND,96,NONE,LX SGL P/U 3L MAN,PORIRUA CITY,5-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2006
3771,BLACK,HATCHBACK,1999,2009,3,1905,NEW,PRIVATE,FORD,FOCUS,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,107,NONE,ZETEC 2.0 A HATCH,INVERCARGILL CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3772,BLACK,STATION WAGON,2960,2007,7,1715,USED,PRIVATE,MAZDA,TRIBUTE,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,V6,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3773,BLACK,STATION WAGON,2430,2005,12,2190,USED,PRIVATE,TOYOTA,ESTIMA,PETROL,0,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,LUCIDA,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3774,BLUE,SALOON,2354,2006,3,1960,NEW,PRIVATE,HONDA,ACCORD,PETROL,2,5,NZ ASSEMBLED/BUILT,JAPAN,140,NONE,EURO 2.4 4D SED 5A,WHANGAREI DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3775,SILVER,MINIBUS,1998,2006,7,2868,NEW,PRIVATE,MAZDA,E2000,PETROL,2,11,IMPORTED BUILT-UP,JAPAN,71,NONE,VAN LWB 2.0 EGI M5 A,WHANGAREI DISTRICT,5-GEAR MANUAL,BUS,PRIVATE PASSENGER,2006
3776,WHITE,OTHER TRUCK,8259,1981,10,24875,NEW,PRIVATE,FORD,DT2418,DIESEL,3,2,UNKNOWN,NOT KNOWN,0,NONE,,TARARUA DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER,1981
3777,SILVER,STATION WAGON,2430,2006,5,2080,USED,PRIVATE,TOYOTA,ESTIMA,PETROL,0,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
3778,WHITE,STATION WAGON,2250,2006,2,1995,USED,PRIVATE,HONDA,ODYSSEY,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3779,SILVER,STATION WAGON,1997,2008,7,2215,NEW,PRIVATE,PEUGEOT,407,DIESEL,0,5,IMPORTED BUILT-UP,FRANCE,100,NONE,HDI 2.0 SW 5DR 6SP A,WAIKATO DISTRICT,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3780,RED,SALOON,1998,2006,4,1665,NEW,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,114,NONE,2.0S,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3781,WHITE,LIGHT VAN,2494,2007,9,3035,USED,PRIVATE,TOYOTA,HIACE,DIESEL,2,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,REGIUS ACE,AUCKLAND,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2007
3782,SILVER,SALOON,1998,2006,3,1665,NEW,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,114,NONE,2.0S,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3783,WHITE,STATION WAGON,1998,2007,8,1555,USED,PRIVATE,TOYOTA,CALDINA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3784,BLACK,SALOON,1799,2006,5,1640,NEW,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,103,NONE,1.8S,AUCKLAND,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3785,YELLOW,SALOON,1978,1983,1,0,NEW,PRIVATE,MAZDA,626,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,WAIPA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1983
3786,GOLD,HATCHBACK,1598,1991,5,0,NEW,PRIVATE,FORD,LASER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,GL MANUAL,CENTRAL HAWKE'S BAY DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3787,RED,UTILITY,2389,1991,10,1996,NEW,PRIVATE,NISSAN,NAVARA,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,,TASMAN DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1991
3788,BLUE,UTILITY,2779,1994,5,2590,RE-REG,PRIVATE,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,JAPAN,65,NEW ZEALAND,2.8D SR5,WAITAKI DISTRICT,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1994
3789,RED,SALOON,1300,1982,12,0,NEW,UNKNOWN,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,TIMARU DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1982
3790,SILVER,HATCHBACK,2261,2007,10,1870,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SPORT LTD 2.3 5 AUTO,AUCKLAND,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3791,WHITE,STATION WAGON,2496,2007,7,1805,USED,PRIVATE,TOYOTA,QUALIS,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,MARK 2,TAURANGA CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3792,SILVER,STATION WAGON,2250,2007,6,1985,USED,PRIVATE,HONDA,ODYSSEY,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3793,BLUE,STATION WAGON,1994,2007,6,1755,USED,PRIVATE,SUBARU,LEGACY,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,WELLINGTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
3794,BLUE,STATION WAGON,2660,2006,1,2295,USED,PRIVATE,NISSAN,MISTRAL,DIESEL,0,7,IMPORTED BUILT-UP,SPAIN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3795,GREY,UTILITY,2600,1991,10,2050,NEW,PRIVATE,ISUZU,TFR SPACECAB,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,,AUCKLAND,,GOODS VAN/TRUCK/UTILITY,OTHER,1991
3796,WHITE,SALOON,1330,2004,9,0,USED,PRIVATE,TOYOTA,CORSA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,AX SPECIAL,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
3797,GREY,HATCHBACK,1372,1991,5,0,NEW,PRIVATE,FIAT,UNO 70SX IE,PETROL,0,5,UNKNOWN,ITALY,0,NONE,,TAURANGA CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3798,RED,SPORTS CAR,1496,1992,1,0,NEW,UNKNOWN,TOYOTA,PASEO,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,HASTINGS DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3799,GREY,DOMESTIC TRAILER,0,2006,6,0,NEW,PRIVATE,TRAILER,LINICH,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,HAMILTON CITY,,TRAILER/CARAVAN,OTHER GOODS,2006
3800,BLUE,HATCHBACK,1339,2006,4,1490,NEW,PRIVATE,HONDA,JAZZ,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,61,NONE,1.3I 5D CVT HATCH,INVERCARGILL CITY,CONTINUOUSLY VARIABLE,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3801,YELLOW,HATCHBACK,1339,2006,4,1490,NEW,PRIVATE,HONDA,JAZZ,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,61,NONE,1.3I 5D CVT HATCH,AUCKLAND,CONTINUOUSLY VARIABLE,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3802,RED,HATCHBACK,1360,2006,10,1480,NEW,PRIVATE,PEUGEOT,206,PETROL,2,5,IMPORTED BUILT-UP,FRANCE,55,NONE,XR 1.4 5DR 4SPD A P,DUNEDIN CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3803,GREEN,STATION WAGON,1830,2007,7,1595,USED,PRIVATE,MAZDA,CAPELLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,SOUTH WAIRARAPA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3804,BLUE,HATCHBACK,1780,2006,2,1405,USED,PRIVATE,VOLKSWAGEN,GOLF,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,TIMARU DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3805,BLUE,STATION WAGON,2990,2007,10,2235,USED,PRIVATE,ISUZU,BIGHORN,DIESEL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,ASHBURTON DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3806,BLACK,MOTORCYCLE,50,2006,4,65,NEW,PRIVATE,MOPED,URBAN,PETROL,0,0,NZ ASSEMBLED/BUILT,CHINA,0,NONE,,AUCKLAND,,MOPED,PRIVATE PASSENGER,2006
3807,BROWN,STATION WAGON,2982,2005,12,2410,USED,COMMUNITY SERVICES,TOYOTA,HIACE,DIESEL,2,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,KAIKOURA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
3808,RED,SALOON,3828,2006,4,0,NEW,PRIVATE,MITSUBISHI,380,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,180,NONE,3.8P GT SEDAN A,LOWER HUTT CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3809,WHITE,LIGHT VAN,1998,2010,1,3060,USED,PRIVATE,NISSAN,CARAVAN,PETROL,2,6,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,HAMILTON CITY,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2003
3810,SILVER,HATCHBACK,1794,2006,6,1630,NEW,PRIVATE,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,97,NONE,1.8P GL HATCH5 4A,HAMILTON CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3811,BLUE,SALOON,1587,1990,9,0,NEW,PRIVATE,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,SD AUTO,CARTERTON DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3812,SILVER,BOAT TRAILER,0,1993,8,3499,NEW,PRIVATE,HOMEBUILT,,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,SOUTHLAND DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,1993
3813,WHITE,UTILITY,2663,1993,4,1996,NEW,PRIVATE,NISSAN,NAVARA,DIESEL,0,2,UNKNOWN,JAPAN,0,NONE,4X4,CLUTHA DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1993
3814,SILVER,DOMESTIC TRAILER,0,1998,10,0,NEW,UNKNOWN,FACTORY BUILT,BRENT SMITH TRAILERS,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,PALMERSTON NORTH CITY,,TRAILER/CARAVAN,OTHER GOODS,1998
3815,WHITE,OTHER TRUCK,2977,1993,4,3825,NEW,PRIVATE,FORD,TRADER 0409,DIESEL,2,2,UNKNOWN,NEW ZEALAND,0,NONE,,WHANGAREI DISTRICT,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1993
3816,GREEN,STATION WAGON,1998,2006,1,1400,USED,PRIVATE,TOYOTA,RAV4,PETROL,0,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,J,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
3817,BLUE,STATION WAGON,2960,2009,1,1785,USED,PRIVATE,MAZDA,TRIBUTE,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3818,BLUE,UTILITY,2477,1993,5,2720,NEW,PRIVATE,MITSUBISHI,L200,DIESEL,0,2,UNKNOWN,JAPAN,0,NONE,,HURUNUI DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1993
3819,GREEN,SALOON,2954,2004,7,0,USED,PRIVATE,MAZDA,SENTIA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,EXCLUSIVE,WELLINGTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3820,WHITE,UTILITY,2237,1991,12,2580,NEW,PRIVATE,TOYOTA,HILUX,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,D/CAB 2WD,HASTINGS DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1991
3821,RED,HATCHBACK,1496,2009,1,1305,USED,PRIVATE,TOYOTA,IST,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3822,BLUE,HATCHBACK,1999,2007,6,1687,NEW,PRIVATE,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,109,NONE,SPORTHATCH GLX 2.0 A,INVERCARGILL CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3823,WHITE,HATCHBACK,1998,1991,3,0,NEW,PRIVATE,FORD,TELSTAR,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,TX5 GHIA,WAIMATE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3824,WHITE,LIGHT VAN,2438,1993,6,2600,NEW,PRIVATE,TOYOTA,HIACE,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,2.4 AUTO,TIMARU DISTRICT,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1993
3825,RED,UTILITY,2779,1993,6,2590,NEW,PRIVATE,TOYOTA,HILUX,DIESEL,0,2,UNKNOWN,JAPAN,0,NONE,2.8 D/C,CHRISTCHURCH CITY,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1993
3826,SILVER,BOAT TRAILER,0,2005,5,0,NEW,UNKNOWN,TRAILER,MUDGEWAY,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,NEW PLYMOUTH DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2005
3827,BLUE,UTILITY,2446,1993,6,2590,NEW,PRIVATE,TOYOTA,HILUX,DIESEL,0,2,UNKNOWN,JAPAN,0,NONE,2.4 SR5,WAIMAKARIRI DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1993
3828,BLACK,STATION WAGON,3597,2009,1,2255,NEW,PRIVATE,VOLKSWAGEN,PASSAT,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,220,NONE,R36 6DSG VARIANT,WAIMAKARIRI DISTRICT,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3829,YELLOW,HATCHBACK,990,2004,9,1125,USED,PRIVATE,TOYOTA,VITZ,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,HAMILTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3830,RED,STATION WAGON,1998,2007,2,1470,USED,PRIVATE,TOYOTA,RAV4,PETROL,2,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3831,GREY,SALOON,1468,1991,2,0,NEW,PRIVATE,MITSUBISHI,LANCER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,GLX LF5H41,PALMERSTON NORTH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3832,SILVER,SALOON,1582,2009,4,1840,NEW,PRIVATE,HYUNDAI,I30,DIESEL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,85,NONE,1.6 CRDI ELITE A4,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3833,WHITE,FLAT-DECK TRUCK,3455,1991,10,4505,NEW,UNKNOWN,FORD,TRADER 0410 TRUCK,DIESEL,2,2,UNKNOWN,JAPAN,0,NONE,,STRATFORD DISTRICT,,GOODS VAN/TRUCK/UTILITY,TRANSPORT LICENSED GOODS,1991
3834,WHITE,SALOON,1497,2009,2,1375,USED,PRIVATE,NISSAN,SUNNY,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,EX SALOON,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
